Output,thumb0_X,thumb0_Y,thumb0_Z,thumb1_X,thumb1_Y,thumb1_Z,thumb2_X,thumb2_Y,thumb2_Z,thumb3_X,thumb3_Y,thumb3_Z,index1_X,index1_Y,index1_Z,index2_X,index2_Y,index2_Z,index3_X,index3_Y,index3_Z,middle1_X,middle1_Y,middle1_Z,middle2_X,middle2_Y,middle2_Z,middle3_X,middle3_Y,middle3_Z,ring1_X,ring1_Y,ring1_Z,ring2_X,ring2_Y,ring2_Z,ring3_X,ring3_Y,ring3_Z,pinky0_X,pinky0_Y,pinky0_Z,pinky1_X,pinky1_Y,pinky1_Z,pinky2_X,pinky2_Y,pinky2_Z,pinky3_X,pinky3_Y,pinky3_Z,roothand_X,roothand_Y,roothand_Z,roothand_RotateX,roothand_RotateY,roothand_RotateZ,thumb0_RotateX,thumb0_RotateY,thumb0_RotateZ,thumb1_RotateX,thumb1_RotateY,thumb1_RotateZ,thumb2_RotateX,thumb2_RotateY,thumb2_RotateZ,thumb3_RotateX,thumb3_RotateY,thumb3_RotateZ,index1_RotateX,index1_RotateY,index1_RotateZ,index2_RotateX,index2_RotateY,index2_RotateZ,index3_RotateX,index3_RotateY,index3_RotateZ,middle1_RotateX,middle1_RotateY,middle1_RotateZ,middle2_RotateX,middle2_RotateY,middle2_RotateZ,middle3_RotateX,middle3_RotateY,middle3_RotateZ,ring1_RotateX,ring1_RotateY,ring1_RotateZ,ring2_RotateX,ring2_RotateY,ring2_RotateZ,ring3_RotateX,ring3_RotateY,ring3_RotateZ,pinky0_RotateX,pinky0_RotateY,pinky0_RotateZ,pinky1_RotateX,pinky1_RotateY,pinky1_RotateZ,pinky2_RotateX,pinky2_RotateY,pinky2_RotateZ,pinky3_RotateX,pinky3_RotateY,pinky3_RotateZ,
160,0.001838312,0.01431906,0.02123535,0.01238422,0.02750659,0.03980547,0.01761328,0.05142903,0.06168172,0.02303402,0.0727942,0.08773786,0.001147658,0.01366794,0.09915367,-0.001204669,0.00976491,0.1371857,-0.007639535,0.02019191,0.1584538,-0.01730636,0.00133872,0.0950751,-0.03380992,-0.001429677,0.1350687,-0.04755207,0.01030517,0.1562248,-0.03519277,-0.001661539,0.08448067,-0.05779094,0.004418612,0.1161573,-0.07314773,0.0156002,0.1351148,-0.03106675,4.160404E-05,0.02913839,-0.05200047,-0.001021862,0.07020214,-0.07324794,0.01429713,0.08682925,-0.08712427,0.02670276,0.09545109,0,0,0,339.1924,78.87957,181.0666,313.6658,159.9071,130.45,317.3112,204.6139,82.37393,308.7573,191.3797,90.29054,316.4258,204.281,78.93768,336.3367,83.88805,186.3875,339.3061,83.37656,152.9924,339.332,79.88877,134.343,340.359,66.26774,183.8877,341.7399,65.82233,153.6326,347.3828,62.69896,140.0416,345.772,56.76662,170.8355,349.8508,55.69635,154.9591,352.7843,57.86387,138.569,3.663872,63.07004,181.3255,355.2425,40.75323,150.2999,357.0249,34.11611,142.7294,0.5530925,38.50294,137.6281,
161,-0.003324434,0.01426733,0.02108896,0.002457187,0.0283227,0.0410639,0.004515171,0.0468874,0.06806976,-0.001252845,0.06150389,0.09836596,-0.01736438,0.01294625,0.09772652,-0.02933338,0.01143992,0.1340814,-0.04166535,0.02152288,0.1527554,-0.03347918,-0.001178265,0.09065503,-0.05612025,-0.0009382963,0.1276259,-0.07362438,0.01188231,0.1450434,-0.0488695,-0.005914807,0.07716906,-0.07542773,0.004172564,0.1044447,-0.09260707,0.01982331,0.1178675,-0.03546276,-0.00336957,0.02335012,-0.06294051,-0.006891489,0.06020325,-0.08339208,0.01177502,0.07419902,-0.09502634,0.02785921,0.07936954,0,0,0,333.5124,68.22774,182.8188,311.5063,155.9454,122.3269,305.7146,201.9211,75.5875,296.5539,187.7159,73.34186,306.1515,198.5076,55.12432,330.2385,70.48753,182.5964,333.1768,69.72909,152.5921,333.2977,65.96508,141.1785,334.8578,58.66542,179.6496,336.2038,58.09323,149.7613,341.2693,54.83206,141.6214,340.4069,51.17552,164.2241,344.4496,49.52496,142.7477,347.6819,51.16099,128.2089,358.6149,53.18282,184.3838,350.8598,41.34597,142.4548,351.9911,34.20015,127.645,356.534,37.54278,122.7874,
162,-0.01125102,0.02187681,0.007360399,-0.01557168,0.0465188,0.009379506,-0.03817163,0.07005346,0.0130617,-0.06148159,0.09256971,0.02375931,-0.0184537,0.07397783,0.06485635,-0.03009105,0.0939678,0.09538776,-0.04505087,0.1067146,0.1100911,-0.02142067,0.05492735,0.07658142,-0.04319684,0.07603204,0.1075639,-0.06432851,0.08912575,0.1200597,-0.03025632,0.03597331,0.0785414,-0.05371593,0.05398226,0.1045488,-0.07563414,0.06674397,0.1133224,-0.02360871,0.001644254,0.0354135,-0.04069991,0.01678312,0.07546711,-0.05725598,0.02845323,0.09896791,-0.07257742,0.03659213,0.1099133,0,0,0,305.2884,144.096,108.0937,358.6757,198.1828,79.1271,27.37012,221.4002,53.81204,15.63144,218.8713,43.24202,27.63751,220.9397,50.85733,301.8468,149.1804,98.47985,301.5971,143.4322,82.37905,298.439,140.5683,79.61426,299.2769,138.6361,95.46754,298.9284,135.7951,76.62572,298.0726,124.9345,83.66233,297.7676,125.5182,101.0361,298.4692,116.3746,85.99048,301.6437,113.046,75.76718,307.2029,94.14115,147.1125,298.3972,103.5035,127.7287,298.493,88.32153,123.7264,303.3777,93.77725,114.0012,
163,-0.02159517,0.00757122,0.01164818,-0.04266515,0.02053428,0.0158897,-0.07489572,0.02181816,0.02203298,-0.1072666,0.02643061,0.03181171,-0.05152754,0.05040169,0.06945628,-0.06396485,0.06891894,0.1005951,-0.07890026,0.07326937,0.1195811,-0.03552876,0.03928232,0.08084041,-0.04896499,0.05224085,0.1199692,-0.06843089,0.04823685,0.1394418,-0.02548455,0.02137661,0.08527511,-0.03924926,0.02647567,0.1218209,-0.05843633,0.02146649,0.1399043,-0.005988672,-0.006839037,0.04161197,-0.01746665,0.0008245707,0.08560181,-0.03002481,-0.002597094,0.1137651,-0.04471092,-0.009753704,0.1261704,0,0,0,320.2291,226.1188,32.44647,27.56695,209.7339,35.6353,62.54936,195.1107,4.86488,51.85555,206.8106,12.63939,62.23523,196.7558,3.982283,324.4493,224.9832,36.45444,321.6293,223.6119,13.06558,319.3889,226.9187,0.2012353,316.2018,233.5697,24.46375,314.7487,233.4459,348.2044,308.4968,235.9737,331.0744,308.9991,240.0825,11.8723,304.4789,239.3643,340.7489,301.5159,235.205,322.6086,291.3284,229.8076,27.18832,298.7318,257.6458,346.7367,295.1314,272.7086,304.7669,290.4559,264.7269,299.7184,
164,-0.01199849,0.01618695,0.01591775,-0.01737402,0.03748405,0.02806327,-0.03919738,0.05286276,0.04717961,-0.06084286,0.06167948,0.07204947,-0.01973763,0.03920293,0.08996192,-0.04990534,0.0484525,0.1116772,-0.07354029,0.05380857,0.107783,-0.02145576,0.01687181,0.09271225,-0.05361778,0.02528632,0.1205389,-0.08030453,0.03294635,0.1223485,-0.02934915,-0.00163579,0.08668461,-0.05879359,0.002374768,0.1125303,-0.08399741,0.0107162,0.1164588,-0.02251821,-0.01451743,0.03311136,-0.0389977,-0.01835382,0.07599834,-0.061269,-0.01757443,0.09758464,-0.08025012,-0.01026094,0.1002341,0,0,0,287.4248,107.2165,149.8151,336.5107,201.9497,67.6969,6.670446,224.7711,28.13449,355.2739,227.6986,15.02388,5.824029,223.3765,10.39375,284.0752,118.7288,96.80959,283.9395,106.3745,64.9329,280.6436,105.6263,48.20105,285.764,85.36362,134.4046,286.3947,80.62503,102.7333,288.514,61.6642,110.1525,291.1283,56.63647,163.5902,295.3985,52.3889,133.5596,298.9316,54.28303,115.5418,309.2531,63.11098,187.5613,301.8495,46.42351,177.2713,308.0923,37.07717,144.6971,311.8912,43.47842,127.3593,
165,-0.01489452,0.01278067,0.01655787,-0.02588277,0.03217483,0.02809489,-0.05245852,0.03968406,0.0458582,-0.07584026,0.03924704,0.07071537,-0.02121176,0.03963923,0.08943367,-0.04987939,0.03520751,0.1144481,-0.07326098,0.03139877,0.108025,-0.0146527,0.01847911,0.09372514,-0.04470944,0.01626873,0.1248897,-0.07209016,0.01405215,0.1204719,-0.01622801,-0.002142072,0.09005743,-0.04493463,-0.004749656,0.1168938,-0.07162025,-0.003640413,0.1142685,-0.01183458,-0.0176332,0.03692156,-0.02062254,-0.02218592,0.08195078,-0.04520077,-0.02128375,0.1008633,-0.0655467,-0.0186919,0.1012013,0,0,0,281.7106,202.9861,60.30075,350.5026,214.6441,51.5773,27.66726,220.8337,14.96445,17.45679,226.5211,359.2308,25.33811,218.9617,340.4608,280.8894,258.3727,322.2314,279.3981,273.02,251.8497,282.5427,274.8321,223.9213,275.3947,258.7617,327.1591,274.688,273.7845,257.092,280.1602,319.6625,183.3603,274.4533,344.643,238.5056,278.472,10.50691,163.706,282.1265,18.81721,122.7065,288.9675,62.16613,197.6965,281.179,46.0419,171.3745,287.4362,24.87744,155.0596,291.0763,37.45198,119.2176,
166,-0.01221921,0.0138576,0.01783288,-0.01853335,0.0336529,0.03191325,-0.04210445,0.04270494,0.05290511,-0.06402907,0.04059708,0.07897511,-0.01688774,0.03063774,0.09378549,-0.04754606,0.02864289,0.116661,-0.0716785,0.03164375,0.1133323,-0.01654376,0.008101344,0.09487489,-0.04955588,0.009677052,0.1229326,-0.0767716,0.01513779,0.1210305,-0.02324645,-0.01054323,0.08790174,-0.05316322,-0.008321881,0.1134186,-0.07887797,-0.001076579,0.1159685,-0.01895981,-0.01882887,0.03316906,-0.03215548,-0.02722561,0.07653901,-0.05627327,-0.02075219,0.09495136,-0.07520968,-0.01400411,0.09903339,0,0,0,281.5948,98.76778,162.3023,334.6821,208.4821,60.74964,10.47626,224.7274,16.28114,0.3881862,229.9125,356.459,9.094512,222.3748,352.6149,281.147,21.38161,195.6274,284.1318,21.43911,149.9501,284.3866,7.957629,147.1361,283.3022,49.21098,170.9111,284.5916,46.25597,128.8255,288.9919,30.79473,130.9047,288.737,50.04877,169.8873,293.1986,46.52348,136.7375,296.7494,48.71398,116.5481,307.0296,58.85892,197.608,297.5586,61.48909,153.1937,300.953,47.67468,140.238,305.0692,54.6623,122.8646,
167,-0.01531707,0.00733614,0.01925939,-0.03182703,0.02116728,0.03214717,-0.05926946,0.02154636,0.05017397,-0.08608164,0.02626562,0.07075584,-0.01842038,0.04225183,0.08885413,-0.02446523,0.04340196,0.1266607,-0.03619508,0.03690672,0.14722,-0.00127168,0.02804041,0.09248078,-0.005536065,0.02955103,0.1355975,-0.01559517,0.02492952,0.1611238,0.007096082,0.008846283,0.09082764,0.008048162,0.01095319,0.1301432,0.003470168,0.009584427,0.1565518,0.007102415,-0.0131979,0.03986934,0.01185761,-0.01208115,0.08571392,0.01410575,-0.01143193,0.1166511,0.01184595,-0.01398396,0.136879,0,0,0,310.0475,249.8577,26.96119,16.68616,229.3918,35.12024,52.33805,214.1582,1.083087,41.96002,224.7225,10.71651,53.13201,216.7539,15.30169,311.9615,259.0015,2.573771,309.0237,260.0836,335.1481,308.8839,265.485,320.3776,306.4023,261.6414,3.365927,305.0491,262.3854,343.1883,299.8037,265.7865,334.6591,300.6059,266.1909,6.031577,296.47,266.0519,353.4298,294.8783,258.6955,348.543,282.0029,269.3923,6.675932,292.5142,271.261,3.133592,287.819,286.5855,336.011,286.1721,268.0823,348.321,
168,-0.02074204,0.004885197,0.01432678,-0.04296564,0.01450109,0.02093139,-0.07227714,0.008455753,0.03444013,-0.1017242,0.005864859,0.05149689,-0.04936489,0.04708862,0.07324871,-0.05987488,0.06193995,0.1069559,-0.07366024,0.0589323,0.1270402,-0.0302148,0.03981996,0.08271649,-0.04178266,0.05171132,0.1227702,-0.05889417,0.04251575,0.1426894,-0.01664029,0.02428675,0.08666906,-0.02626283,0.0317471,0.1241232,-0.0423113,0.02540207,0.1446764,0.001215503,-0.004044294,0.0423834,-0.005148202,0.005456686,0.08704683,-0.01191504,0.007531881,0.1172543,-0.02293773,0.001771212,0.1335669,0,0,0,330.6823,236.5639,29.07072,36.5274,214.4418,28.47486,67.96762,177.1719,330.6078,61.39657,202.0545,350.8755,68.44592,178.7806,334.1375,332.8989,240.2517,25.82018,329.9429,239.6322,351.8615,328.9051,243.2663,332.3125,326.9608,243.2002,19.09875,325.4934,243.2653,336.3557,319.6659,247.0433,317.9685,320.4848,246.4359,14.21395,315.938,245.6361,340.7917,313.0477,242.3365,323.0773,301.9766,242.1823,22.89721,310.6704,252.8987,5.890884,304.714,260.9359,330.4534,301.926,252.0645,327.686,
169,-0.01663375,0.008854389,0.01744333,-0.03603046,0.02157235,0.02703506,-0.06433904,0.02401781,0.04349229,-0.09205945,0.03071499,0.06224063,-0.02817793,0.06093025,0.07425031,-0.03113014,0.08035564,0.1071309,-0.03842542,0.08515167,0.1300708,-0.008052409,0.05286527,0.08050463,-0.009541616,0.06971073,0.1204237,-0.02172987,0.06560326,0.1450957,0.004785746,0.03656626,0.08377507,0.004388124,0.04821014,0.1213959,-0.008265018,0.0441761,0.1447169,0.01017463,0.00116539,0.04134378,0.01455265,0.01679587,0.08449587,0.01265454,0.02101755,0.1151742,0.001100898,0.01541853,0.1311728,0,0,0,329.8729,243.539,39.99,38.34356,234.0145,40.24471,73.44597,224.7233,15.15248,61.70327,235.8938,24.45386,72.98721,227.7063,16.51455,332.1057,246.7209,35.01646,329.2533,245.5521,13.14084,326.9921,248.5414,1.083469,324.5371,250.3829,28.49366,323.0878,250.1477,349.3599,316.4781,252.3755,328.9457,317.3638,252.839,23.6954,312.9026,250.9329,347.2443,309.8876,247.3865,323.2873,301.0654,239.0585,41.06755,306.8169,255.8869,13.12403,299.8577,263.7841,326.7533,296.455,254.5111,314.4835,
170,-0.01723581,-0.007838249,-0.01734482,-0.03150138,-0.007647991,-0.0379951,-0.04714569,-0.01473355,-0.06598166,-0.06794561,-0.02225542,-0.09197321,-0.09310188,-0.01326954,-0.03428632,-0.1255769,-0.03245759,-0.04094944,-0.1261925,-0.05369544,-0.05323914,-0.09329461,-0.0214659,-0.01326303,-0.1232833,-0.04971397,-0.02676294,-0.1169936,-0.07182598,-0.04243562,-0.08499989,-0.03392839,0.001469694,-0.1110674,-0.06096637,-0.01038335,-0.1104437,-0.08170784,-0.02740232,-0.0305668,-0.02774334,0.01049615,-0.07222186,-0.04726779,0.01353475,-0.09340256,-0.06582856,0.0005169287,-0.09696381,-0.08053517,-0.013333,0,0,0,326.5145,181.8637,345.3653,9.263053,124.7075,0.4410366,35.64003,110.088,344.6021,28.34653,121.6671,345.4975,34.23353,111.2408,325.4888,331.9482,186.3694,325.4154,330.0536,188.9788,266.9408,332.9183,190.2007,234.1183,327.6115,188.7791,309.5012,327.1673,190.4743,251.0529,330.6313,198.533,218.1526,325.0729,196.7986,303.1383,323.2018,202.2498,254.8335,321.3737,206.6091,221.0801,311.9991,215.4563,320.7326,314.7053,197.3882,301.7422,316.6303,208.1361,260.4855,311.5462,211.0608,232.2979,
171,-0.01187886,0.02125978,0.008140475,-0.02204846,0.04419541,0.007422239,-0.04685763,0.06231749,0.01901063,-0.0693201,0.08441043,0.03212985,-0.003527686,0.08856058,0.04652074,-0.01308294,0.1113908,0.07575557,-0.03377993,0.1150014,0.08844647,0.006461695,0.07457089,0.0611392,-0.02749914,0.08578587,0.08564243,-0.03745207,0.06753111,0.06715354,0.006619543,0.05644584,0.07175174,-0.02849261,0.06333971,0.08820382,-0.03780748,0.04877472,0.06767735,-0.0001835972,0.01054251,0.04126754,0.002911553,0.03612304,0.07949892,-0.02499522,0.04528081,0.08949563,-0.03344369,0.03691161,0.07278129,0,0,0,320.124,198.5153,83.61911,20.68019,234.0815,77.61401,51.65926,261.8398,62.83279,39.95779,255.6511,57.62068,50.8213,262.7858,66.29971,315.6262,205.3284,56.49618,313.4141,202.4717,12.35948,311.4646,206.279,347.1936,312.9092,199.067,22.33067,311.3643,199.1703,276.8732,314.2177,213.9433,203.2932,308.8039,192.3325,16.22027,303.4106,192.8013,279.7292,301.7754,200.5463,212.8494,306.1307,160.6145,109.7911,306.0515,174.5953,30.10258,296.3531,181.2494,293.2031,291.4245,181.7297,236.219,
172,-0.02359845,0.004703283,0.008963645,-0.04814073,0.009959698,0.008816332,-0.07595383,0.002154589,0.0244275,-0.1048489,-0.001172185,0.04228196,-0.07062754,0.05826092,0.04045987,-0.09721936,0.06744671,0.06645402,-0.1142136,0.06296444,0.08358777,-0.05250773,0.06086707,0.05365366,-0.08056292,0.0679493,0.08593786,-0.09829259,0.05595398,0.1037116,-0.03704955,0.05252314,0.06516847,-0.06316318,0.05156922,0.09463415,-0.07809609,0.03064823,0.1023522,-0.005904377,0.01426172,0.03969797,-0.02226086,0.03928161,0.0747987,-0.04344185,0.04033375,0.09744474,-0.05807123,0.02878952,0.1060182,0,0,0,357.8548,225.2096,40.54799,65.78156,208.0883,30.69793,71.61726,76.72879,228.9149,83.58207,92.2556,240.6974,72.11406,75.8038,226.8221,3.130416,225.1229,13.89671,0.1068776,225.2143,349.478,358.9127,228.4653,343.8919,354.5131,228.0977,9.445724,353.0893,228.3911,334.2606,347.912,231.0849,325.4009,347.7869,228.7519,358.58,342.9543,229.7646,305.3769,339.1801,229.9705,280.8337,329.0257,222.2004,39.26632,337.6908,226.1168,2.100903,331.518,232.049,320.1888,327.5695,227.4818,306.8835,
173,-0.01065131,0.02253628,0.006165683,-0.01373608,0.04739881,0.007689863,-0.03339507,0.0736165,0.009777278,-0.05086146,0.1023829,0.01545095,-0.02046594,0.07542253,0.06254748,-0.02823184,0.1009836,0.08999774,-0.03780746,0.1178968,0.1049882,-0.02564882,0.05666542,0.0739713,-0.04288097,0.07844639,0.1072604,-0.0593199,0.09316206,0.1242114,-0.03570077,0.0382576,0.07510057,-0.05269241,0.05363441,0.1071301,-0.06777564,0.06539512,0.1259563,-0.02683087,0.003261328,0.03291896,-0.04687077,0.01966429,0.07106254,-0.06387281,0.02877808,0.0953618,-0.07846129,0.03508282,0.1083315,0,0,0,307.6269,135.3595,111.9507,358.1053,192.459,82.35177,22.06653,218.5813,59.49152,10.2035,214.3715,58.91742,21.40138,220.2857,74.00354,313.8024,143.3152,105.3992,313.8735,138.9136,96.16128,311.1508,135.6419,96.59135,302.2378,129.7573,109.639,302.2346,127.1125,97.43155,303.1971,117.6801,103.5001,298.4281,113.6314,124.8989,300.6453,106.6725,120.7142,304.0995,107.8803,111.1925,310.469,88.77954,146.7639,298.3166,89.79396,141.7361,299.9348,75.75748,141.9803,303.7657,83.58931,130.421,
174,-0.01900955,0.01165414,0.01273471,-0.03787069,0.02756107,0.01733935,-0.06898135,0.02886128,0.02776212,-0.09981146,0.03380072,0.04154181,-0.03662023,0.06514955,0.06658894,-0.04543357,0.08780742,0.09618878,-0.06042373,0.093014,0.1149144,-0.02057579,0.05375886,0.07763517,-0.02620384,0.07520819,0.114888,-0.0444171,0.07561803,0.1359175,-0.01200899,0.03550255,0.08350825,-0.01624262,0.05072522,0.1195832,-0.03297465,0.05194998,0.1405303,-0.001337424,-0.0004538298,0.04256988,-0.006244466,0.01434708,0.08595699,-0.01164666,0.02092052,0.1157931,-0.02383523,0.01989138,0.1322603,0,0,0,321.2092,224.4825,45.89067,30.22269,222.2263,47.17718,69.16273,204.4983,6.391171,58.19749,217.7265,15.9402,68.91584,206.5067,6.869077,326.167,223.9641,45.4068,323.5684,222.1026,15.28668,321.3444,225.2058,357.045,316.7534,229.0311,42.78333,315.3918,228.2723,1.185518,308.4604,228.694,340.6905,308.7102,231.7775,38.175,304.7889,227.6132,4.587246,302.7033,221.8708,343.2484,293.209,211.3232,54.54017,297.7826,235.4388,27.03563,290.3941,241.2574,351.7225,289.6258,225.1091,349.6271,
175,-0.01962534,0.0136019,0.009443939,-0.03667285,0.03191447,0.01144671,-0.06860462,0.0378747,0.01624608,-0.1002927,0.04658377,0.0254547,-0.04152147,0.06547487,0.06331354,-0.05445109,0.08666945,0.09248221,-0.07218161,0.09306669,0.1082037,-0.0301329,0.05100775,0.07635963,-0.04111278,0.07075346,0.1133606,-0.06247488,0.07374537,0.1309345,-0.0257173,0.03128755,0.08208525,-0.03594469,0.04527962,0.1174502,-0.05516508,0.04917061,0.1357718,-0.01104397,-0.00308001,0.04102117,-0.02362143,0.009375811,0.08359158,-0.03474788,0.01557148,0.111883,-0.04935117,0.01616859,0.1262766,0,0,0,312.2902,207.8064,51.39843,21.26691,211.2338,51.52905,60.34669,207.4663,21.52385,48.56812,213.6026,22.6826,60.04253,208.3006,20.77606,317.1644,208.0759,48.98739,314.6697,205.7152,21.76023,312.1271,208.9131,6.105423,307.7648,212.1422,48.04759,306.4685,211.0283,10.42312,299.9579,209.2225,355.5117,300.1317,212.964,45.05119,296.7033,206.6923,18.8227,295.8386,198.4644,3.898834,286.223,178.9138,75.21262,289.3524,213.0628,37.05752,281.8535,216.6105,8.146633,283.3234,191.6411,18.96688,
176,-0.002835229,0.02184856,0.01318926,0.003010854,0.04122603,0.0280323,0.006376937,0.07181704,0.03948009,0.01162449,0.1010998,0.05620617,-0.03062312,0.0540849,0.07846427,-0.05058145,0.06404376,0.1096041,-0.06459571,0.07738149,0.1247093,-0.0485738,0.04187965,0.07229978,-0.07979536,0.05776238,0.09784341,-0.09930848,0.07466626,0.108218,-0.06189065,0.03536534,0.05742049,-0.09237212,0.05652821,0.07061416,-0.1122012,0.07326567,0.07746315,-0.0385751,0.01345861,0.0120424,-0.07221769,0.03055918,0.03852504,-0.09365602,0.05298626,0.03861433,-0.1074556,0.06801832,0.0365175,0,0,0,338.6689,65.6768,154.2503,338.0479,140.8118,123.6566,340.1251,174.3229,97.8452,333.9306,162.2274,107.2183,338.0652,174.7814,109.3492,334.6624,64.66785,163.2815,337.235,62.90723,143.8925,336.8855,59.22644,135.4735,333.2941,50.71236,155.7889,334.3008,49.59708,137.6049,338.4188,45.47595,133.2513,334.9703,40.71342,143.6264,338.0054,37.85456,137.7308,341.1557,39.54815,127.7404,354.3023,40.4898,158.116,338.9196,24.02016,129.2217,338.2234,16.8429,127.897,342.7051,20.46908,124.9713,
177,-0.02045263,0.01262403,0.009037614,-0.03755358,0.03081679,0.01159757,-0.06893542,0.04042077,0.01266465,-0.1002448,0.05309343,0.01755422,-0.04764132,0.05763745,0.06654182,-0.06234156,0.07853818,0.09507719,-0.0779881,0.08816075,0.1113575,-0.03771651,0.04145265,0.07873818,-0.05375017,0.05480003,0.116742,-0.07501103,0.05677056,0.1345809,-0.03398561,0.02109718,0.08232954,-0.05077274,0.02559066,0.1176716,-0.07065383,0.02538323,0.1356978,-0.01524936,-0.008050084,0.03894666,-0.03213178,-0.0008610487,0.08124182,-0.04992197,-0.006463766,0.1060351,-0.06642084,-0.01196444,0.1169125,0,0,0,305.5062,205.2723,47.02971,14.54738,204.3572,48.49104,51.3744,204.4544,27.9406,39.20642,207.9162,28.63271,50.92738,205.5911,28.77874,313.7574,199.9006,52.08879,311.3444,197.1691,36.40405,308.234,199.3992,25.90478,300.2776,213.4664,37.63437,298.8985,212.6079,8.427445,292.6242,210.7738,356.4037,290.871,227.0626,18.67832,286.6378,223.6814,358.4525,284.8713,211.707,350.4784,279.0542,166.2134,82.12627,283.4381,284.5505,309.0084,285.7476,312.602,261.1342,280.3646,319.6592,243.3553,
178,-0.01090765,0.01881588,0.01365066,-0.01943502,0.04170382,0.01942998,-0.04620148,0.0570178,0.03070992,-0.07095177,0.07365024,0.04730999,-0.0004854351,0.07080615,0.07075197,0.008171618,0.09369493,0.10022,0.005267724,0.10725,0.1204755,0.007581428,0.05233431,0.08089638,0.01293601,0.07198131,0.1191697,0.003644466,0.08254802,0.1431726,0.005834982,0.03193438,0.08558285,0.00977771,0.04590964,0.1221917,0.003086492,0.05536544,0.1464003,-0.002101287,-0.002159953,0.04248661,0.0002734363,0.01061404,0.08672196,0.0002746731,0.01710248,0.1170615,-0.005655095,0.02067888,0.1363705,0,0,0,302.2499,196.6442,82.048,6.334604,228.4046,66.56389,46.4243,236.5013,42.57724,34.26346,236.1953,36.13411,46.10605,236.3056,38.14343,306.7637,200.4254,86.7505,305.8801,195.5253,70.43482,302.5116,194.3726,63.23911,297.2008,196.4027,82.4834,296.5454,193.5748,58.18984,293.8129,181.3094,60.28428,290.7863,185.3331,90.76093,290.8481,173.2157,81.89328,293.8712,167.9642,71.40548,293.5479,134.4901,136.1015,283.5622,152.4453,116.8979,283.3375,121.2447,130.9069,288.0864,132.4778,112.315,
179,-0.01718713,0.01398122,0.0129801,-0.03122082,0.03372526,0.01955307,-0.06201975,0.04344809,0.02547663,-0.09206203,0.05686843,0.03453928,-0.03014152,0.05579352,0.07744783,-0.03451382,0.06591523,0.1141307,-0.04492305,0.06956398,0.1360577,-0.02089266,0.03737843,0.0866425,-0.03288287,0.04692543,0.1271963,-0.05264539,0.04835761,0.146729,-0.0194421,0.0164634,0.08791608,-0.03456078,0.02335238,0.1236236,-0.05575389,0.02528012,0.1399754,-0.01077458,-0.01011693,0.03994679,-0.02067976,-0.005331874,0.08471924,-0.0341823,-0.0002942085,0.1121945,-0.05007365,0.001185536,0.1250811,0,0,0,297.4707,206.6023,55.0226,6.328732,213.2192,52.32315,46.18991,209.7409,25.3236,34.00421,213.556,28.3164,46.08569,211.686,34.06361,294.1508,225.5372,40.23051,291.4258,222.0807,24.01317,288.7542,228.3616,9.991207,291.0535,217.6222,37.80623,289.6767,216.3774,8.793603,283.868,213.1799,2.816611,286.3976,209.9149,38.28838,282.7867,199.1511,18.93861,282.4881,182.3385,16.61868,279.4461,116.3478,140.7957,280.5343,181.5879,62.64005,274.3001,144.9221,74.15953,279.76,133.6195,74.8677,
180,-0.01870242,0.0153501,0.008599281,-0.03248279,0.03610492,0.01165152,-0.0641937,0.04421914,0.01425445,-0.09616442,0.05221593,0.02312571,-0.04316683,0.05930698,0.06810945,-0.05749908,0.0745275,0.100205,-0.07596049,0.08054733,0.1152183,-0.03754848,0.04053223,0.07929587,-0.05651411,0.0523808,0.1164366,-0.0796933,0.05594623,0.1314082,-0.03786221,0.01959956,0.08099741,-0.05979724,0.0267812,0.1129088,-0.08348154,0.02984023,0.1251538,-0.02029215,-0.008523822,0.03646594,-0.03982416,-0.002132893,0.07773626,-0.0597675,0.001801372,0.1011749,-0.07858486,0.003209591,0.1092194,0,0,0,297.1689,185.7244,63.58688,5.308867,200.3412,56.14787,45.28834,199.6203,20.56342,33.8715,204.8188,16.39174,44.92086,199.299,14.71459,298.3714,192.6353,56.74278,296.1661,188.1282,33.79127,293.2488,192.0881,16.35868,290.4572,193.3397,51.44083,289.2264,191.1127,22.90107,283.5061,181.4344,18.58265,284.0118,187.4931,48.86248,281.129,171.6611,36.19514,281.8232,153.2011,33.05631,283.3586,100.7749,143.1478,277.3627,147.9855,81.68903,275.0046,74.93906,128.1014,280.1709,92.05235,96.76514,
