Output,thumb0_X,thumb0_Y,thumb0_Z,thumb1_X,thumb1_Y,thumb1_Z,thumb2_X,thumb2_Y,thumb2_Z,thumb3_X,thumb3_Y,thumb3_Z,index1_X,index1_Y,index1_Z,index2_X,index2_Y,index2_Z,index3_X,index3_Y,index3_Z,middle1_X,middle1_Y,middle1_Z,middle2_X,middle2_Y,middle2_Z,middle3_X,middle3_Y,middle3_Z,ring1_X,ring1_Y,ring1_Z,ring2_X,ring2_Y,ring2_Z,ring3_X,ring3_Y,ring3_Z,pinky0_X,pinky0_Y,pinky0_Z,pinky1_X,pinky1_Y,pinky1_Z,pinky2_X,pinky2_Y,pinky2_Z,pinky3_X,pinky3_Y,pinky3_Z,roothand_X,roothand_Y,roothand_Z,roothand_RotateX,roothand_RotateY,roothand_RotateZ,thumb0_RotateX,thumb0_RotateY,thumb0_RotateZ,thumb1_RotateX,thumb1_RotateY,thumb1_RotateZ,thumb2_RotateX,thumb2_RotateY,thumb2_RotateZ,thumb3_RotateX,thumb3_RotateY,thumb3_RotateZ,index1_RotateX,index1_RotateY,index1_RotateZ,index2_RotateX,index2_RotateY,index2_RotateZ,index3_RotateX,index3_RotateY,index3_RotateZ,middle1_RotateX,middle1_RotateY,middle1_RotateZ,middle2_RotateX,middle2_RotateY,middle2_RotateZ,middle3_RotateX,middle3_RotateY,middle3_RotateZ,ring1_RotateX,ring1_RotateY,ring1_RotateZ,ring2_RotateX,ring2_RotateY,ring2_RotateZ,ring3_RotateX,ring3_RotateY,ring3_RotateZ,pinky0_RotateX,pinky0_RotateY,pinky0_RotateZ,pinky1_RotateX,pinky1_RotateY,pinky1_RotateZ,pinky2_RotateX,pinky2_RotateY,pinky2_RotateZ,pinky3_RotateX,pinky3_RotateY,pinky3_RotateZ,
139,-0.0202101,0.01019168,0.01212591,-0.04399268,0.01687717,0.01656085,-0.06413959,0.02460217,0.0413121,-0.08076741,0.03893447,0.06744397,-0.05897023,0.07593918,0.02784538,-0.07493885,0.08263302,0.06201249,-0.08277251,0.07820249,0.08484811,-0.03797689,0.08263516,0.03270733,-0.05608681,0.08896327,0.07158542,-0.06362624,0.07420731,0.09393603,-0.01941009,0.07905626,0.04185241,-0.03601861,0.07592106,0.07742465,-0.04019724,0.0500375,0.08315444,0.005076319,0.03096449,0.02880323,-0.001759276,0.07033062,0.05180699,-0.01852977,0.06582689,0.07751799,-0.02469556,0.04636991,0.07956463,0,0,0,12.82294,245.0008,63.30336,73.24919,303.9134,112.4607,54.75602,30.82118,155.94,57.89647,10.00843,127.7969,55.72486,31.16181,145.811,17.27722,248.1148,10.54565,14.25798,248.3926,349.2661,12.95259,251.7576,349.3593,8.879015,246.3441,8.495869,7.449632,246.6675,327.6655,2.157795,250.2948,313.4128,1.524937,244.8505,355.4323,356.5947,246.4408,284.9476,353.4258,248.9595,246.4604,347.1457,231.474,61.13979,351.9413,238.075,351.5701,346.2087,245.6835,282.3975,340.8623,245.9796,247.2702,
140,-0.01842456,0.00647068,0.01667395,-0.03872538,0.01798153,0.02591264,-0.06581052,0.01468897,0.04418144,-0.0919496,0.01466131,0.06612512,-0.03600217,0.04971886,0.07906625,-0.05456202,0.05082655,0.1125551,-0.07050277,0.04063225,0.1281894,-0.01670295,0.04043627,0.0861772,-0.02863096,0.04796839,0.1271712,-0.04520649,0.03943086,0.147823,-0.004339725,0.02359366,0.08833334,-0.008649677,0.03088713,0.1267948,-0.02167776,0.02656603,0.1498565,0.005583599,-0.005192757,0.04190519,0.005241975,0.003756046,0.08713117,0.005470008,0.006427288,0.1180407,-0.002272502,0.001811028,0.1364671,0,0,0,325.3783,241.9389,31.26209,32.19716,223.4319,32.81721,66.66671,200.4875,345.3344,58.08126,219.9386,359.912,66.9029,202.1247,348.0538,331.0662,240.088,1.89358,328.1419,240.9268,330.7253,328.234,244.891,316.0219,322.5962,246.0235,12.63353,321.1576,246.2957,336.7986,315.4456,250.1242,319.9254,314.7932,252.6638,15.23963,310.3346,251.6148,345.5948,307.7382,247.468,329.8531,296.5309,246.2264,25.75061,304.8168,263.2844,8.673264,298.6747,272.19,332.0298,296.0865,261.3574,330.7428,
141,-0.01934287,0.006944656,0.01539421,-0.04283746,0.009609222,0.02381328,-0.0588731,0.006804943,0.05232975,-0.07668731,0.008718014,0.08137748,-0.06567249,0.06555796,0.03753522,-0.09019041,0.09108138,0.05218509,-0.1033972,0.09824443,0.07159469,-0.04563563,0.0758636,0.03876451,-0.06281848,0.1137323,0.05102119,-0.07412343,0.1288965,0.0714266,-0.02546382,0.07575727,0.04461733,-0.03551377,0.1117854,0.05694756,-0.04454826,0.1294379,0.07503095,0.004412889,0.03218198,0.02755058,-0.00515765,0.07044816,0.05141869,-0.005556166,0.09815764,0.06536898,-0.007049441,0.1111617,0.08116314,0,0,0,22.37564,253.9231,60.44172,78.33362,348.5819,148.3363,48.02935,66.11789,187.3368,57.7258,53.38007,173.9742,48.38212,65.24472,183.5757,34.72982,249.1369,54.17262,32.35872,246.9145,20.21122,29.744,249.4536,11.17219,19.36382,254.592,67.79887,18.37018,253.4792,35.04938,13.46271,250.1282,25.18106,10.01,254.3816,68.27065,7.921829,250.4328,41.6132,8.795458,246.8875,26.11482,355.8646,241.9789,56.3224,354.1285,256.5821,63.87399,347.1566,253.8281,40.55711,350.5603,249.2817,31.71484,
142,-0.01882571,0.004361153,0.01690942,-0.04196957,0.00506115,0.02659687,-0.05870436,-0.004813671,0.05306634,-0.07657266,-0.009542942,0.08175662,-0.06623264,0.05811453,0.04749215,-0.08984497,0.08373141,0.06341192,-0.1015319,0.08797598,0.08457467,-0.04656783,0.06908059,0.04898846,-0.06480204,0.104629,0.06582108,-0.07639259,0.1209564,0.08513984,-0.02614695,0.06920409,0.05390173,-0.03630681,0.1037006,0.06995824,-0.04434048,0.1226602,0.08716998,0.004510045,0.02911067,0.0307638,-0.005347371,0.0640626,0.05916747,-0.004455149,0.09110451,0.07435086,-0.004241616,0.1042027,0.09013614,0,0,0,22.84745,253.7487,53.09204,84.89209,4.530498,161.7508,46.84803,77.35267,206.0852,58.47345,71.27002,195.3672,48.06431,77.7025,191.568,32.54836,249.0275,52.50294,30.14043,246.9417,11.53462,27.99862,249.8488,357.0545,20.2279,254.5713,60.91098,19.1331,253.5997,38.3987,14.89649,250.2469,34.22091,9.986789,256.3206,62.79725,7.693621,252.7286,45.46922,9.118138,249.4556,34.93311,355.1186,245.1672,49.542,353.4756,261.6308,61.31559,346.4966,259.2821,41.04783,350.0661,254.8427,35.55,
143,-0.01384349,0.01778746,0.01230115,-0.0228312,0.04039192,0.01848474,-0.04798263,0.05856705,0.029221,-0.07156724,0.0776372,0.04486927,-0.01954652,0.06119585,0.07676324,-0.03610453,0.07929802,0.1061799,-0.05669938,0.08663034,0.1173402,-0.01574565,0.04100251,0.0860897,-0.03226396,0.05472422,0.1237511,-0.05349663,0.06155467,0.140384,-0.01965775,0.02038813,0.08704123,-0.03305677,0.02674246,0.1235261,-0.05113478,0.03178167,0.1427104,-0.01521756,-0.007281303,0.03911012,-0.02613442,-0.0003809929,0.08336833,-0.03624137,-0.002001762,0.1126567,-0.05029066,-0.002195358,0.1276022,0,0,0,294.1185,173.5139,88.01069,358.0388,210.458,64.30773,30.41414,226.0794,39.92903,18.13005,226.3092,36.0126,30.23639,226.6252,42.21896,301.5258,179.6733,64.66608,299.6327,175.0679,37.16839,296.6153,178.1624,20.46101,289.0989,171.8213,75.31191,288.2984,168.0952,51.43566,285.1367,150.2841,58.36766,279.6309,144.2973,105.3284,281.1991,121.6082,104.8178,284.7477,118.5469,92.90332,293.3389,96.67429,157.8114,281.5548,56.13588,195.1182,288.5181,45.154,181.7046,289.4131,62.28667,157.9379,
144,-0.01554103,0.01389408,0.01499283,-0.02727798,0.03399014,0.02439344,-0.05179849,0.05001807,0.03922731,-0.07427303,0.06688571,0.05859619,-0.02390033,0.04759002,0.08475578,-0.03832059,0.06026769,0.1179,-0.05583084,0.06515765,0.1343906,-0.01681808,0.0271616,0.09121394,-0.03158972,0.03321362,0.1315213,-0.05179822,0.03471828,0.1505867,-0.01774104,0.00624156,0.08958,-0.03521205,0.005601168,0.1248704,-0.05507955,0.005269766,0.1429097,-0.01197508,-0.01426291,0.03830612,-0.02142008,-0.01462555,0.08343083,-0.04158652,-0.01778102,0.1067963,-0.0594926,-0.01954722,0.1166472,0,0,0,287.5936,200.0855,62.33823,356.1328,213.5086,53.36921,26.608,227.4422,33.08941,14.36893,229.1298,30.67671,26.39095,228.1402,35.58272,295.5054,199.1662,50.23178,293.074,194.7793,30.55103,290.172,199.696,16.97021,282.3296,209.7091,40.82456,280.99,207.1392,16.47982,275.6377,191.4576,24.16016,272.9245,262.2226,341.4165,272.0496,22.06122,200.1895,274.2894,78.48882,130.522,285.3652,76.5274,181.7124,281.4728,18.95805,210.7506,288.6866,14.0111,195.5909,288.1593,31.80126,172.938,
145,-0.02344409,0.008331656,0.006349266,-0.04586025,0.01937413,0.0039922,-0.07750164,0.01421452,0.01109129,-0.1102298,0.01317799,0.02071244,-0.06386119,0.06377017,0.04329795,-0.0907658,0.07804954,0.06652373,-0.1115479,0.07496631,0.07921469,-0.04859893,0.05893981,0.0592016,-0.07389793,0.07700908,0.08941722,-0.09696387,0.07203948,0.1041617,-0.03778918,0.04477584,0.07032347,-0.05823447,0.06050384,0.1000838,-0.08028951,0.05862606,0.1152593,-0.0106723,0.006412029,0.04073304,-0.02824523,0.02655208,0.07829833,-0.04305048,0.03578174,0.1039538,-0.05823173,0.03455007,0.1176943,0,0,0,338.8313,214.7395,41.84627,47.45298,206.2562,40.58909,79.16709,136.394,303.2742,74.68961,190.0095,353.3952,79.8744,138.0405,307.1072,344.2072,214.2783,22.79388,341.2186,213.8789,352.3756,340.0212,217.2284,339.2995,335.2897,217.8807,27.30968,333.8375,217.7044,348.5213,327.5789,219.5176,332.5781,327.7589,219.5641,28.1744,323.4908,217.5068,355.006,321.2019,213.8116,336.438,310.1314,209.7619,42.66506,316.2317,222.6453,24.32763,309.0436,226.4023,354.5291,308.3871,217.5074,349.4948,
146,-0.01264404,0.01817024,0.01301247,-0.01885699,0.04098988,0.0214172,-0.04062441,0.06390703,0.03031552,-0.06169279,0.0867182,0.04447705,-0.02142204,0.05302918,0.08214986,-0.03553887,0.06735671,0.1147479,-0.05385672,0.07636988,0.1283745,-0.02229105,0.03143251,0.08863235,-0.04194497,0.04042637,0.1262136,-0.06367722,0.04744053,0.1421084,-0.02945749,0.01188672,0.08584428,-0.05163787,0.01579702,0.1181521,-0.0729572,0.02106702,0.1335781,-0.02202003,-0.009573579,0.03518033,-0.03843592,-0.006748676,0.07817012,-0.06127368,-0.004449248,0.09904444,-0.07980289,-0.001309395,0.1072663,0,0,0,290.6591,134.9854,120.5792,346.3431,201.4861,69.33118,16.27205,218.7608,46.63997,4.061236,217.5658,42.0723,16.07805,219.1804,48.61284,292.2207,147.4422,98.47375,292.04,139.4389,78.11369,288.8372,136.3953,68.61523,284.6871,116.3999,125.0916,285.102,111.0576,104.6242,287.3951,91.63705,114.4049,285.3969,76.77248,158.0399,289.3093,70.74808,143.5694,292.6159,74.86647,124.5333,303.6504,74.38655,173.6571,294.6707,51.73945,169.7722,299.5181,39.80461,161.9005,301.9297,49.75088,145.1661,
147,-0.01766291,0.01409519,0.01219434,-0.03028251,0.03438652,0.01987445,-0.05798255,0.04870117,0.03016979,-0.08551016,0.05896771,0.04753655,-0.03827994,0.04605854,0.08020508,-0.06998144,0.05248177,0.1007223,-0.09439167,0.05248582,0.1032916,-0.03333311,0.02516806,0.08715534,-0.06354417,0.03022683,0.1178347,-0.08934298,0.03156054,0.1281679,-0.0346683,0.004362583,0.0846011,-0.05772732,0.004673123,0.1165267,-0.08086178,0.005432248,0.1301085,-0.01973295,-0.01485801,0.03469926,-0.03782041,-0.01614106,0.0770877,-0.05192134,-0.0211376,0.1042683,-0.06846682,-0.02353179,0.1161554,0,0,0,285.2761,182.6307,68.81806,353.394,202.1698,54.47453,26.20543,214.1815,29.07056,14.66086,216.9807,18.11598,25.67471,212.935,15.73073,291.8347,187.7903,26.79891,288.884,185.9805,0.02960685,287.4281,195.9351,341.7391,280.8876,187.7896,38.1555,279.5313,185.2222,16.82498,274.5078,165.6869,31.19237,270.5623,180.7615,53.40022,274.0176,54.17459,156.1897,277.073,74.08498,124.3774,288.1482,62.01085,185.1354,282.3106,14.18611,229.055,289.8806,16.73002,200.0738,288.8745,33.46867,178.1976,
148,-0.02141251,0.005325794,0.01313373,-0.0419665,0.01771855,0.02047721,-0.07353449,0.017061,0.02948979,-0.1047986,0.01834607,0.04311612,-0.05029179,0.03336883,0.07985523,-0.06517655,0.0380671,0.1148348,-0.08097811,0.03464675,0.133303,-0.0349433,0.0190165,0.08807901,-0.05319078,0.01808739,0.1273943,-0.07173016,0.01121545,0.1469698,-0.02573626,0.0001394749,0.08784017,-0.04165439,-0.004460335,0.1235685,-0.05831078,-0.01114154,0.1435227,-0.00685598,-0.01690733,0.038488,-0.01860924,-0.0201602,0.08294997,-0.03122933,-0.0270685,0.110438,-0.04416864,-0.0347234,0.1243939,0,0,0,308.8994,235.6852,18.44293,13.40885,207.4392,30.50417,47.8758,194.6647,358.2891,38.21637,205.2496,2.746447,48.15228,195.6718,2.463961,311.9651,239.0498,10.56972,308.9501,239.475,347.1929,308.0811,244.7766,333.5973,306.5278,246.7606,357.9368,305.217,247.7248,334.6402,300.2796,252.6604,324.231,301.2397,257.1645,346.9853,297.2482,260.0894,327.0608,294.3168,255.386,318.9435,283.5711,272.244,342.4906,294.5622,275.3221,327.6112,293.7773,293.0799,292.2476,288.6089,286.8774,292.6368,
149,-0.01356345,0.01413751,0.01659876,-0.02310894,0.03448689,0.02776849,-0.04737498,0.04397857,0.04775012,-0.0686307,0.04790938,0.0741607,-0.01558335,0.0440315,0.08853233,-0.04297218,0.04352856,0.1153055,-0.06737384,0.04092169,0.1157789,-0.009899959,0.02274513,0.09340894,-0.04029689,0.02348721,0.1243119,-0.06786278,0.02275312,0.1280156,-0.01263212,0.002105474,0.09063262,-0.04217502,0.002299905,0.1166756,-0.06842983,0.003824592,0.122024,-0.01117101,-0.01559627,0.03802836,-0.01833029,-0.01798415,0.08351052,-0.04172651,-0.01578891,0.1037684,-0.06142605,-0.01337528,0.1089542,0,0,0,283.0608,189.8651,76.06386,350.6662,216.3239,55.24977,26.55715,228.1499,18.8542,15.74844,233.0459,6.872751,25.96446,226.7059,5.951481,280.1511,228.5545,355.7275,277.4049,236.381,304.5061,279.4148,254.6017,269.9734,274.5189,212.9631,12.54768,273.0836,216.9836,330.6331,273.8176,341.4577,194.746,272.4554,48.00792,173.3833,276.9201,39.47366,151.8668,280.1682,50.7196,124.3717,290.7648,73.18491,188.409,282.6388,59.3297,161.1325,287.5495,36.75058,157.0327,290.6114,51.23765,135.2172,
150,-0.01413573,0.01581287,0.01447368,-0.02517016,0.03699696,0.02218437,-0.04957602,0.04712284,0.04167843,-0.0696127,0.05213988,0.06884706,-0.01579265,0.05887306,0.07939863,-0.04303569,0.06000113,0.1063012,-0.06699489,0.05471516,0.1069915,-0.007741019,0.0395571,0.08784014,-0.03177524,0.04568028,0.1233983,-0.05915866,0.04297566,0.1275175,-0.008479565,0.01861143,0.0892188,-0.03074589,0.02380657,0.1212856,-0.05715959,0.02442038,0.1259956,-0.007708549,-0.008817792,0.04095137,-0.01242702,-0.002916217,0.08643204,-0.0315074,0.001757979,0.1104462,-0.05152637,0.003986359,0.1143274,0,0,0,295.2822,200.3441,68.49754,2.875015,219.4766,57.68065,38.68425,233.6604,23.26918,27.69543,238.0657,9.556752,37.7803,231.3995,3.242171,291.6879,220.3913,4.570704,288.7628,222.1303,317.9692,289.8338,231.6351,292.5359,287.5009,209.0427,28.0129,286.0309,208.4266,339.3903,280.1234,224.3591,304.4066,282.2969,197.5996,38.27016,278.457,181.2593,8.94696,277.3194,154.591,10.15281,285.4199,111.9658,151.2345,278.6676,142.9959,88.55192,276.6872,79.72826,111.1124,282.1592,86.10087,87.58939,
151,-0.004861891,0.01722717,0.01841015,-0.008113444,0.03956985,0.02937409,-0.01660651,0.06419444,0.04936665,-0.02093229,0.08925819,0.07212353,0.02444279,0.0554986,0.07963687,0.02547073,0.06855297,0.1156331,0.01305395,0.07405329,0.1360788,0.03085339,0.03449893,0.08484375,0.02776253,0.04469609,0.1268674,0.009990871,0.04920197,0.1477958,0.02645183,0.01402807,0.08649734,0.02191079,0.0198617,0.1251807,0.002632439,0.02511024,0.1430983,0.00516057,-0.009846687,0.04111695,0.01756316,-0.006133795,0.08536595,0.01211554,-0.001619577,0.1155741,-0.004863441,0.004164696,0.1255264,0,0,0,289.9316,195.6852,95.53859,353.0285,239.6579,63.74206,13.11185,262.2942,50.35369,0.930661,260.2444,47.26347,12.26526,262.3535,44.74777,291.7717,206.4557,66.75659,290.0168,199.5911,40.89608,286.9019,203.6327,24.16278,284.0608,190.723,75.49867,283.2677,185.5585,44.87984,279.7555,160.1457,58.59175,279.2151,150.7029,112.339,281.3388,126.9067,95.88197,284.7195,120.1295,82.2111,295.2811,115.5011,169.1377,285.5109,111.7763,147.038,289.5525,86.22362,122.5904,294.7095,91.58451,97.06427,
152,-0.01098822,0.01559782,0.01718506,-0.01994437,0.03673172,0.02733976,-0.04226413,0.05510426,0.04291132,-0.06161806,0.07706308,0.06046173,-0.0002362728,0.0563879,0.08270413,-0.004089952,0.07293272,0.1170351,-0.01455517,0.08063316,0.1378593,0.008622855,0.03661966,0.08902377,0.005805135,0.04819155,0.1307091,-0.00350228,0.05388975,0.1563028,0.007563233,0.01565933,0.0898658,0.01034057,0.01965523,0.1289475,0.006201327,0.02224207,0.1553372,-0.0007590055,-0.01007605,0.04137737,0.002609015,-0.005667686,0.08714646,0.006272644,-0.008381367,0.1178352,0.003123552,-0.01096725,0.1379395,0,0,0,292.9794,209.241,69.67384,0.5448132,229.4377,57.35854,32.9359,240.8361,41.81103,20.35435,240.3705,43.33452,32.12218,242.2476,46.77715,300.8661,210.3425,57.3438,298.6652,206.1343,40.84526,295.4461,208.753,30.48486,288.7657,211.5269,56.06996,287.6283,208.8351,42.55014,283.9582,193.39,51.77953,276.6124,212.4538,61.77072,275.5375,173.7973,87.30119,278.8688,163.0913,85.26277,285.9788,113.7979,159.6872,276.2946,44.05745,232.9171,283.3838,48.81591,212.9983,281.545,73.69003,182.099,
153,-0.002016082,0.01908636,0.01705894,-0.001979783,0.04243922,0.02625737,-0.01503029,0.06750846,0.04297307,-0.02401602,0.09494281,0.06117707,0.03383562,0.05769777,0.07446948,0.0536918,0.06910419,0.1051749,0.05505368,0.07775974,0.1281029,0.03757602,0.03649354,0.08122095,0.05622512,0.04405308,0.1196213,0.06149413,0.05007839,0.1462683,0.03056927,0.01698136,0.08458975,0.04595442,0.01924109,0.1207733,0.05528843,0.02104974,0.1458701,0.005012542,-0.007256269,0.04167026,0.01907611,-0.001840591,0.08524165,0.02458723,-0.00631094,0.1154448,0.02647074,-0.01028979,0.13548,0,0,0,293.6594,176.7383,117.3755,348.7147,239.7845,71.58216,19.41456,256.6417,54.04708,7.228221,253.5975,54.12408,18.83061,258.2724,67.0229,290.0049,181.8515,119.4862,290.9265,173.6249,99.14084,288.3804,166.9695,93.99753,285.3685,156.0148,138.8577,286.0774,151.5105,128.5557,289.6812,139.2574,138.2734,286.1618,124.4734,168.1041,289.9372,121.1335,168.6009,291.7993,129.4115,154.5171,304.1207,117.9371,167.9176,294.3436,81.56734,200.4597,300.4803,75.74197,202.4816,298.6526,86.56648,193.5309,
154,-0.01537021,0.009012938,0.01848993,-0.03651148,0.01576495,0.03021309,-0.05448736,0.01122761,0.05731431,-0.07409827,0.01121175,0.08524618,-0.04364714,0.07307756,0.05267075,-0.05750981,0.10423,0.07012191,-0.06621234,0.1170598,0.08915141,-0.02170593,0.0783335,0.05228081,-0.02801915,0.1137666,0.0764502,-0.03265017,0.1292399,0.09910551,-0.001649678,0.07289422,0.05533513,-0.0009673238,0.1062526,0.07625911,-0.002162486,0.1241983,0.09617814,0.01490228,0.02637851,0.02993801,0.01738565,0.06227767,0.05875954,0.02625926,0.08725297,0.07488605,0.03075708,0.09872568,0.09128544,0,0,0,7.614138,259.93,56.63482,74.25357,291.124,82.40844,63.0686,72.38479,197.7638,73.85848,55.01883,180.0953,63.56576,70.62311,193.9811,17.005,256.8451,58.26403,14.76993,254.7274,32.72231,11.73012,256.3397,24.24189,4.110713,261.212,55.02639,2.931673,260.411,33.83873,358.3868,257.4622,29.53196,353.9998,262.2265,58.39479,351.4781,258.8219,42.54354,352.6782,255.4408,31.64464,340.6711,249.1266,55.60447,338.2364,266.0216,60.0869,331.1937,263.5605,39.66204,334.6577,258.5903,34.15442,
155,-0.01250944,0.007641792,0.02108243,-0.02963814,0.01924276,0.03529516,-0.05190204,0.02540278,0.05863121,-0.07138814,0.03493428,0.08497921,-0.01260029,0.05756593,0.08091334,-0.01536329,0.06693602,0.1179507,-0.0240065,0.05830359,0.1392401,0.00869447,0.05020022,0.08212742,0.01225011,0.06314015,0.1233516,0.003132507,0.05399036,0.1479947,0.02250889,0.0343821,0.08178928,0.03248668,0.04831505,0.1172488,0.02718414,0.04541469,0.1433968,0.01930676,0.0004446507,0.03796366,0.03287546,0.01503634,0.07953951,0.04735789,0.02472425,0.1052103,0.04757658,0.02295041,0.1256454,0,0,0,331.3917,258.1354,37.10818,39.3388,244.9734,36.69962,69.6688,257.3748,32.67977,57.48376,260.6609,31.30234,68.80469,257.3976,23.98555,335.5698,259.1529,15.58558,332.5729,259.1464,336.657,332.3938,262.8519,316.9023,327.3084,263.3514,20.77253,325.8372,263.3659,336.582,319.7923,267.3469,315.1975,319.6472,266.9701,27.66042,315.2896,264.7141,351.2535,312.7025,260.8096,331.3651,302.4473,256.4271,36.14592,309.0903,275.5639,29.68442,301.2643,278.8325,350.4084,300.2343,268.0804,345.7492,
156,-0.01380387,0.01437926,0.01618785,-0.02854572,0.03300512,0.02429533,-0.04819763,0.04413068,0.04813269,-0.06069578,0.05361676,0.07844087,-0.01097809,0.06950879,0.07118693,-0.03110699,0.06983256,0.1037741,-0.05081137,0.05580449,0.107947,0.005095899,0.05565,0.07885221,-0.01340713,0.05868268,0.1179413,-0.03550428,0.04276705,0.1122363,0.01178749,0.03622735,0.08322802,-0.004971907,0.0372045,0.1188543,-0.02924028,0.02663434,0.1144314,0.007749781,-0.0006041527,0.04187796,0.01459444,0.01440966,0.08492818,-0.0006454587,0.01610339,0.1118997,-0.02012821,0.01148796,0.1074376,0,0,0,314.8404,231.0932,54.51874,23.61769,237.7601,54.08926,55.37072,261.9277,36.60136,43.78945,263.6937,22.64544,53.07768,258.512,354.2892,316.4914,237.8372,0.6672754,313.6223,238.911,304.0642,315.2855,242.887,280.0352,307.3422,239.3961,6.621782,305.8775,240.1446,282.5639,306.7386,255.7781,222.7046,299.0236,242.243,2.93124,293.9021,244.8809,283.571,291.4218,253.854,226.5863,289.4935,202.4215,77.35591,289.7502,231.7733,9.296812,283.0027,257.2145,269.8887,278.4453,270.0744,209.1872,
157,-0.02265255,0.01004505,0.006731749,-0.04468508,0.02185488,0.004479825,-0.07460442,0.02025461,0.0179137,-0.1039551,0.02278876,0.03514424,-0.05842696,0.0708065,0.03990379,-0.08346966,0.08593893,0.06462374,-0.1027977,0.08620214,0.07975045,-0.04246014,0.06688166,0.05535862,-0.06921177,0.08329678,0.08526525,-0.09165001,0.07978082,0.1013369,-0.03161165,0.05341196,0.06727675,-0.0545233,0.066998,0.09628585,-0.07627434,0.06527615,0.1119119,-0.007945091,0.01099896,0.04037437,-0.02238397,0.03565073,0.07655993,-0.04115029,0.04444933,0.0996466,-0.05788152,0.04247427,0.1113493,0,0,0,342.1272,216.0796,47.69431,51.17175,215.6568,48.62922,87.18304,121.6038,277.4147,79.11964,233.2072,23.16528,87.41949,116.2733,275.0159,345.6684,218.3206,24.06352,342.675,217.8561,0.6434118,340.9991,220.9702,349.2885,338.3023,218.8189,24.04865,336.8575,218.7338,352.1006,330.7349,219.9339,339.0193,330.5526,219.7222,23.33813,326.2795,218.1534,355.5751,324.1683,214.4888,339.0193,314.0625,207.4246,50.24824,320.6496,216.8598,21.51486,313.6007,220.801,351.9744,312.6254,212.7349,345.4163,
158,-0.0126137,0.01279259,0.01834667,-0.0214733,0.03220367,0.03156403,-0.04493304,0.0477128,0.0485141,-0.06612022,0.06394196,0.0697858,-0.0107301,0.03694749,0.09240857,-0.02129816,0.04621816,0.1280396,-0.03877965,0.04963136,0.1449278,-0.004889533,0.01534319,0.09529564,-0.01155303,0.01696682,0.1381031,-0.02752613,0.01745319,0.1608793,-0.007851526,-0.00501442,0.09105757,-0.01447459,-0.009218693,0.1296518,-0.02749367,-0.01090527,0.1530592,-0.009227261,-0.0185318,0.03722379,-0.01400103,-0.02448225,0.0826923,-0.02366725,-0.03291345,0.1109423,-0.03654167,-0.03732777,0.1262901,0,0,0,278.6566,197.8717,70.98656,347.0456,219.8681,52.52101,20.74199,227.5574,30.33513,8.541978,229.7712,28.74212,20.55637,228.4166,34.09109,287.1979,199.7801,54.94127,284.9853,192.37,32.533,282.145,200.0991,11.96085,273.2164,219.3201,41.87707,271.9456,203.9951,30.97724,274.3897,66.12851,158.7424,277.041,19.88867,240.5598,280.122,40.26477,200.9509,281.0914,59.25654,167.6295,292.4728,65.66042,199.7413,291.3788,24.94529,228.2014,298.6967,26.27076,206.6259,296.8771,37.69478,188.7397,
159,-0.01257835,0.01277769,0.01838127,-0.02135034,0.03217626,0.03167507,-0.04251702,0.05014479,0.04920503,-0.06136134,0.06813979,0.07124695,-0.01072071,0.036551,0.09256718,-0.02544056,0.04564393,0.126741,-0.04315482,0.04920125,0.1433545,-0.005018726,0.01489723,0.09535965,-0.01433401,0.01592076,0.1376881,-0.03284897,0.0161041,0.1584558,-0.008094847,-0.005420566,0.09101298,-0.01730616,-0.01114595,0.1288737,-0.03355396,-0.01322854,0.150132,-0.009427071,-0.01866078,0.03710926,-0.01434334,-0.02480841,0.08253631,-0.02863239,-0.03426802,0.1083999,-0.0441955,-0.03852344,0.1210675,0,0,0,278.2809,196.0533,72.69046,346.602,219.715,52.60881,16.91158,231.097,34.88678,4.643461,232.3608,31.9382,16.51005,231.5792,34.47009,287.9962,197.909,50.20691,285.596,191.5111,32.62054,282.6847,198.7869,15.56371,272.4721,224.4254,33.18776,271.1069,208.351,19.93458,275.1175,50.43655,165.8977,279.5334,15.2918,241.3705,282.5412,32.12783,200.9391,283.6069,47.6388,168.4504,292.9097,65.25208,200.0396,296.0826,20.23712,223.9058,303.4738,20.43784,202.0936,302.0786,30.48981,184.2365,
